sample,locus,field,genotyper,accuracy
INCOV120-AC,DRB1,field_1,arcasHLA,1
INCOV120-AC,DRB1,field_1,hlaminer,0.5
INCOV120-AC,DRB1,field_1,optitype,0
INCOV120-AC,DRB1,field_1,phlat,1
INCOV120-AC,DRB1,field_2,arcasHLA,1
INCOV120-AC,DRB1,field_2,hlaminer,0
INCOV120-AC,DRB1,field_2,optitype,0
INCOV120-AC,DRB1,field_2,phlat,1
INCOV120-AC,DRB1,field_3,arcasHLA,1
INCOV120-AC,DRB1,field_3,hlaminer,0
INCOV120-AC,DRB1,field_3,optitype,0
INCOV120-AC,DRB1,field_3,phlat,1
INCOV120-AC,DRB3,field_1,arcasHLA,1
INCOV120-AC,DRB3,field_1,hlaminer,1
INCOV120-AC,DRB3,field_1,optitype,0
INCOV120-AC,DRB3,field_1,phlat,0
INCOV120-AC,DRB3,field_2,arcasHLA,1
INCOV120-AC,DRB3,field_2,hlaminer,0
INCOV120-AC,DRB3,field_2,optitype,0
INCOV120-AC,DRB3,field_2,phlat,0
INCOV120-AC,DRB3,field_3,arcasHLA,1
INCOV120-AC,DRB3,field_3,hlaminer,0
INCOV120-AC,DRB3,field_3,optitype,0
INCOV120-AC,DRB3,field_3,phlat,0
INCOV120-BL,A,field_1,arcasHLA,1
INCOV120-BL,A,field_1,hlaminer,1
INCOV120-BL,A,field_1,optitype,1
INCOV120-BL,A,field_1,phlat,1
INCOV120-BL,A,field_2,arcasHLA,1
INCOV120-BL,A,field_2,hlaminer,1
INCOV120-BL,A,field_2,optitype,1
INCOV120-BL,A,field_2,phlat,1
INCOV120-BL,A,field_3,arcasHLA,1
INCOV120-BL,A,field_3,hlaminer,0
INCOV120-BL,A,field_3,optitype,0
INCOV120-BL,A,field_3,phlat,0
INCOV120-BL,B,field_1,arcasHLA,1
INCOV120-BL,B,field_1,hlaminer,0.5
INCOV120-BL,B,field_1,optitype,1
INCOV120-BL,B,field_1,phlat,1
INCOV120-BL,B,field_2,arcasHLA,1
INCOV120-BL,B,field_2,hlaminer,0
INCOV120-BL,B,field_2,optitype,1
INCOV120-BL,B,field_2,phlat,0
INCOV120-BL,B,field_3,arcasHLA,1
INCOV120-BL,B,field_3,hlaminer,0
INCOV120-BL,B,field_3,optitype,0
INCOV120-BL,B,field_3,phlat,0
INCOV120-BL,C,field_1,arcasHLA,0.5
INCOV120-BL,C,field_1,hlaminer,0.5
INCOV120-BL,C,field_1,optitype,1
INCOV120-BL,C,field_1,phlat,1
INCOV120-BL,C,field_2,arcasHLA,0.5
INCOV120-BL,C,field_2,hlaminer,0.5
INCOV120-BL,C,field_2,optitype,1
INCOV120-BL,C,field_2,phlat,0.5
INCOV120-BL,C,field_3,arcasHLA,0.5
INCOV120-BL,C,field_3,hlaminer,0
INCOV120-BL,C,field_3,optitype,0
INCOV120-BL,C,field_3,phlat,0.5
INCOV120-BL,DPA1,field_1,arcasHLA,1
INCOV120-BL,DPA1,field_1,hlaminer,0.5
INCOV120-BL,DPA1,field_1,optitype,0
INCOV120-BL,DPA1,field_1,phlat,0
INCOV120-BL,DPA1,field_2,arcasHLA,1
INCOV120-BL,DPA1,field_2,hlaminer,0
INCOV120-BL,DPA1,field_2,optitype,0
INCOV120-BL,DPA1,field_2,phlat,0
INCOV120-BL,DPA1,field_3,arcasHLA,1
INCOV120-BL,DPA1,field_3,hlaminer,0
INCOV120-BL,DPA1,field_3,optitype,0
INCOV120-BL,DPA1,field_3,phlat,0
INCOV120-BL,DPB1,field_1,arcasHLA,1
INCOV120-BL,DPB1,field_1,hlaminer,0.5
INCOV120-BL,DPB1,field_1,optitype,0
INCOV120-BL,DPB1,field_1,phlat,0
INCOV120-BL,DPB1,field_2,arcasHLA,1
INCOV120-BL,DPB1,field_2,hlaminer,0.5
INCOV120-BL,DPB1,field_2,optitype,0
INCOV120-BL,DPB1,field_2,phlat,0
INCOV120-BL,DPB1,field_3,arcasHLA,1
INCOV120-BL,DPB1,field_3,hlaminer,0
INCOV120-BL,DPB1,field_3,optitype,0
INCOV120-BL,DPB1,field_3,phlat,0
INCOV120-BL,DQA1,field_1,arcasHLA,1
INCOV120-BL,DQA1,field_1,hlaminer,0.5
INCOV120-BL,DQA1,field_1,optitype,0
INCOV120-BL,DQA1,field_1,phlat,1
INCOV120-BL,DQA1,field_2,arcasHLA,1
INCOV120-BL,DQA1,field_2,hlaminer,0
INCOV120-BL,DQA1,field_2,optitype,0
INCOV120-BL,DQA1,field_2,phlat,1
INCOV120-BL,DQA1,field_3,arcasHLA,1
INCOV120-BL,DQA1,field_3,hlaminer,0
INCOV120-BL,DQA1,field_3,optitype,0
INCOV120-BL,DQA1,field_3,phlat,1
INCOV120-BL,DQB1,field_1,arcasHLA,1
INCOV120-BL,DQB1,field_1,hlaminer,0.5
INCOV120-BL,DQB1,field_1,optitype,0
INCOV120-BL,DQB1,field_1,phlat,1
INCOV120-BL,DQB1,field_2,arcasHLA,0.5
INCOV120-BL,DQB1,field_2,hlaminer,0
INCOV120-BL,DQB1,field_2,optitype,0
INCOV120-BL,DQB1,field_2,phlat,1
INCOV120-BL,DQB1,field_3,arcasHLA,0.5
INCOV120-BL,DQB1,field_3,hlaminer,0
INCOV120-BL,DQB1,field_3,optitype,0
INCOV120-BL,DQB1,field_3,phlat,1
INCOV120-BL,DRB1,field_1,arcasHLA,1
INCOV120-BL,DRB1,field_1,hlaminer,0.5
INCOV120-BL,DRB1,field_1,optitype,0
INCOV120-BL,DRB1,field_1,phlat,1
INCOV120-BL,DRB1,field_2,arcasHLA,1
INCOV120-BL,DRB1,field_2,hlaminer,0
INCOV120-BL,DRB1,field_2,optitype,0
INCOV120-BL,DRB1,field_2,phlat,1
INCOV120-BL,DRB1,field_3,arcasHLA,1
INCOV120-BL,DRB1,field_3,hlaminer,0
INCOV120-BL,DRB1,field_3,optitype,0
INCOV120-BL,DRB1,field_3,phlat,1
INCOV120-BL,DRB3,field_1,arcasHLA,1
INCOV120-BL,DRB3,field_1,hlaminer,1
INCOV120-BL,DRB3,field_1,optitype,0
INCOV120-BL,DRB3,field_1,phlat,0
INCOV120-BL,DRB3,field_2,arcasHLA,1
INCOV120-BL,DRB3,field_2,hlaminer,0
INCOV120-BL,DRB3,field_2,optitype,0
INCOV120-BL,DRB3,field_2,phlat,0
INCOV120-BL,DRB3,field_3,arcasHLA,1
INCOV120-BL,DRB3,field_3,hlaminer,0
INCOV120-BL,DRB3,field_3,optitype,0
INCOV120-BL,DRB3,field_3,phlat,0
INCOV121-AC,A,field_1,arcasHLA,1
INCOV121-AC,A,field_1,hlaminer,0.5
INCOV121-AC,A,field_1,optitype,1
INCOV121-AC,A,field_1,phlat,1
INCOV121-AC,A,field_2,arcasHLA,0.5
INCOV121-AC,A,field_2,hlaminer,0.5
INCOV121-AC,A,field_2,optitype,0
INCOV121-AC,A,field_2,phlat,1
INCOV121-AC,A,field_3,arcasHLA,0.5
INCOV121-AC,A,field_3,hlaminer,0
INCOV121-AC,A,field_3,optitype,0
INCOV121-AC,A,field_3,phlat,1
INCOV121-AC,B,field_1,arcasHLA,1
INCOV121-AC,B,field_1,hlaminer,1
INCOV121-AC,B,field_1,optitype,1
INCOV121-AC,B,field_1,phlat,1
INCOV121-AC,B,field_2,arcasHLA,1
INCOV121-AC,B,field_2,hlaminer,1
INCOV121-AC,B,field_2,optitype,1
INCOV121-AC,B,field_2,phlat,1
INCOV121-AC,B,field_3,arcasHLA,1
INCOV121-AC,B,field_3,hlaminer,0
INCOV121-AC,B,field_3,optitype,0
INCOV121-AC,B,field_3,phlat,1
INCOV121-AC,C,field_1,arcasHLA,1
INCOV121-AC,C,field_1,hlaminer,0.5
INCOV121-AC,C,field_1,optitype,1
INCOV121-AC,C,field_1,phlat,1
INCOV121-AC,C,field_2,arcasHLA,1
INCOV121-AC,C,field_2,hlaminer,0.5
INCOV121-AC,C,field_2,optitype,1
INCOV121-AC,C,field_2,phlat,1
INCOV121-AC,C,field_3,arcasHLA,0.5
INCOV121-AC,C,field_3,hlaminer,0
INCOV121-AC,C,field_3,optitype,0
INCOV121-AC,C,field_3,phlat,0
INCOV121-AC,DPA1,field_1,arcasHLA,1
INCOV121-AC,DPA1,field_1,hlaminer,0.5
INCOV121-AC,DPA1,field_1,optitype,0
INCOV121-AC,DPA1,field_1,phlat,0
INCOV121-AC,DPA1,field_2,arcasHLA,1
INCOV121-AC,DPA1,field_2,hlaminer,0.5
INCOV121-AC,DPA1,field_2,optitype,0
INCOV121-AC,DPA1,field_2,phlat,0
INCOV121-AC,DPA1,field_3,arcasHLA,1
INCOV121-AC,DPA1,field_3,hlaminer,0
INCOV121-AC,DPA1,field_3,optitype,0
INCOV121-AC,DPA1,field_3,phlat,0
INCOV121-AC,DPB1,field_1,arcasHLA,1
INCOV121-AC,DPB1,field_1,hlaminer,0.5
INCOV121-AC,DPB1,field_1,optitype,0
INCOV121-AC,DPB1,field_1,phlat,0
INCOV121-AC,DPB1,field_2,arcasHLA,1
INCOV121-AC,DPB1,field_2,hlaminer,0.5
INCOV121-AC,DPB1,field_2,optitype,0
INCOV121-AC,DPB1,field_2,phlat,0
INCOV121-AC,DPB1,field_3,arcasHLA,1
INCOV121-AC,DPB1,field_3,hlaminer,0
INCOV121-AC,DPB1,field_3,optitype,0
INCOV121-AC,DPB1,field_3,phlat,0
INCOV121-AC,DQA1,field_1,arcasHLA,1
INCOV121-AC,DQA1,field_1,hlaminer,0.5
INCOV121-AC,DQA1,field_1,optitype,0
INCOV121-AC,DQA1,field_1,phlat,1
INCOV121-AC,DQA1,field_2,arcasHLA,1
INCOV121-AC,DQA1,field_2,hlaminer,0.5
INCOV121-AC,DQA1,field_2,optitype,0
INCOV121-AC,DQA1,field_2,phlat,1
INCOV121-AC,DQA1,field_3,arcasHLA,1
INCOV121-AC,DQA1,field_3,hlaminer,0
INCOV121-AC,DQA1,field_3,optitype,0
INCOV121-AC,DQA1,field_3,phlat,1
INCOV121-AC,DQB1,field_1,arcasHLA,1
INCOV121-AC,DQB1,field_1,hlaminer,1
INCOV121-AC,DQB1,field_1,optitype,0
INCOV121-AC,DQB1,field_1,phlat,1
INCOV121-AC,DQB1,field_2,arcasHLA,1
INCOV121-AC,DQB1,field_2,hlaminer,1
INCOV121-AC,DQB1,field_2,optitype,0
INCOV121-AC,DQB1,field_2,phlat,1
INCOV121-AC,DQB1,field_3,arcasHLA,1
INCOV121-AC,DQB1,field_3,hlaminer,0
INCOV121-AC,DQB1,field_3,optitype,0
INCOV121-AC,DQB1,field_3,phlat,1
INCOV121-AC,DRB1,field_1,arcasHLA,1
INCOV121-AC,DRB1,field_1,hlaminer,1
INCOV121-AC,DRB1,field_1,optitype,0
INCOV121-AC,DRB1,field_1,phlat,1
INCOV121-AC,DRB1,field_2,arcasHLA,1
INCOV121-AC,DRB1,field_2,hlaminer,1
INCOV121-AC,DRB1,field_2,optitype,0
INCOV121-AC,DRB1,field_2,phlat,1
INCOV121-AC,DRB1,field_3,arcasHLA,1
INCOV121-AC,DRB1,field_3,hlaminer,0
INCOV121-AC,DRB1,field_3,optitype,0
INCOV121-AC,DRB1,field_3,phlat,1
INCOV121-AC,DRB3,field_1,arcasHLA,1
INCOV121-AC,DRB3,field_1,hlaminer,1
INCOV121-AC,DRB3,field_1,optitype,0
INCOV121-AC,DRB3,field_1,phlat,0
INCOV121-AC,DRB3,field_2,arcasHLA,1
INCOV121-AC,DRB3,field_2,hlaminer,1
INCOV121-AC,DRB3,field_2,optitype,0
INCOV121-AC,DRB3,field_2,phlat,0
INCOV121-AC,DRB3,field_3,arcasHLA,1
INCOV121-AC,DRB3,field_3,hlaminer,0
INCOV121-AC,DRB3,field_3,optitype,0
INCOV121-AC,DRB3,field_3,phlat,0
INCOV121-BL,A,field_1,arcasHLA,1
INCOV121-BL,A,field_1,hlaminer,1
INCOV121-BL,A,field_1,optitype,1
INCOV121-BL,A,field_1,phlat,1
INCOV121-BL,A,field_2,arcasHLA,0.5
INCOV121-BL,A,field_2,hlaminer,0.5
INCOV121-BL,A,field_2,optitype,1
INCOV121-BL,A,field_2,phlat,1
INCOV121-BL,A,field_3,arcasHLA,0.5
INCOV121-BL,A,field_3,hlaminer,0
INCOV121-BL,A,field_3,optitype,0
INCOV121-BL,A,field_3,phlat,1
INCOV121-BL,B,field_1,arcasHLA,1
INCOV121-BL,B,field_1,hlaminer,0.5
INCOV121-BL,B,field_1,optitype,1
INCOV121-BL,B,field_1,phlat,1
INCOV121-BL,B,field_2,arcasHLA,1
INCOV121-BL,B,field_2,hlaminer,0.5
INCOV121-BL,B,field_2,optitype,1
INCOV121-BL,B,field_2,phlat,1
INCOV121-BL,B,field_3,arcasHLA,1
INCOV121-BL,B,field_3,hlaminer,0
INCOV121-BL,B,field_3,optitype,0
INCOV121-BL,B,field_3,phlat,1
INCOV121-BL,C,field_1,arcasHLA,1
INCOV121-BL,C,field_1,hlaminer,0.5
INCOV121-BL,C,field_1,optitype,1
INCOV121-BL,C,field_1,phlat,1
INCOV121-BL,C,field_2,arcasHLA,1
INCOV121-BL,C,field_2,hlaminer,0.5
INCOV121-BL,C,field_2,optitype,1
INCOV121-BL,C,field_2,phlat,1
INCOV121-BL,C,field_3,arcasHLA,0.5
INCOV121-BL,C,field_3,hlaminer,0
INCOV121-BL,C,field_3,optitype,0
INCOV121-BL,C,field_3,phlat,0
INCOV121-BL,DPA1,field_1,arcasHLA,1
INCOV121-BL,DPA1,field_1,hlaminer,0.5
INCOV121-BL,DPA1,field_1,optitype,0
INCOV121-BL,DPA1,field_1,phlat,0
INCOV121-BL,DPA1,field_2,arcasHLA,1
INCOV121-BL,DPA1,field_2,hlaminer,0.5
INCOV121-BL,DPA1,field_2,optitype,0
INCOV121-BL,DPA1,field_2,phlat,0
INCOV121-BL,DPA1,field_3,arcasHLA,1
INCOV121-BL,DPA1,field_3,hlaminer,0
INCOV121-BL,DPA1,field_3,optitype,0
INCOV121-BL,DPA1,field_3,phlat,0
INCOV121-BL,DPB1,field_1,arcasHLA,1
INCOV121-BL,DPB1,field_1,hlaminer,0.5
INCOV121-BL,DPB1,field_1,optitype,0
INCOV121-BL,DPB1,field_1,phlat,0
INCOV121-BL,DPB1,field_2,arcasHLA,1
INCOV121-BL,DPB1,field_2,hlaminer,0.5
INCOV121-BL,DPB1,field_2,optitype,0
INCOV121-BL,DPB1,field_2,phlat,0
INCOV121-BL,DPB1,field_3,arcasHLA,1
INCOV121-BL,DPB1,field_3,hlaminer,0
INCOV121-BL,DPB1,field_3,optitype,0
INCOV121-BL,DPB1,field_3,phlat,0
INCOV121-BL,DQA1,field_1,arcasHLA,1
INCOV121-BL,DQA1,field_1,hlaminer,1
INCOV121-BL,DQA1,field_1,optitype,0
INCOV121-BL,DQA1,field_1,phlat,1
INCOV121-BL,DQA1,field_2,arcasHLA,1
INCOV121-BL,DQA1,field_2,hlaminer,1
INCOV121-BL,DQA1,field_2,optitype,0
INCOV121-BL,DQA1,field_2,phlat,1
INCOV121-BL,DQA1,field_3,arcasHLA,1
INCOV121-BL,DQA1,field_3,hlaminer,0
INCOV121-BL,DQA1,field_3,optitype,0
INCOV121-BL,DQA1,field_3,phlat,1
INCOV121-BL,DQB1,field_1,arcasHLA,1
INCOV121-BL,DQB1,field_1,hlaminer,1
INCOV121-BL,DQB1,field_1,optitype,0
INCOV121-BL,DQB1,field_1,phlat,1
INCOV121-BL,DQB1,field_2,arcasHLA,1
INCOV121-BL,DQB1,field_2,hlaminer,0.5
INCOV121-BL,DQB1,field_2,optitype,0
INCOV121-BL,DQB1,field_2,phlat,1
INCOV121-BL,DQB1,field_3,arcasHLA,1
INCOV121-BL,DQB1,field_3,hlaminer,0
INCOV121-BL,DQB1,field_3,optitype,0
INCOV121-BL,DQB1,field_3,phlat,1
INCOV121-BL,DRB1,field_1,arcasHLA,1
INCOV121-BL,DRB1,field_1,hlaminer,0.5
INCOV121-BL,DRB1,field_1,optitype,0
INCOV121-BL,DRB1,field_1,phlat,1
INCOV121-BL,DRB1,field_2,arcasHLA,1
INCOV121-BL,DRB1,field_2,hlaminer,0
INCOV121-BL,DRB1,field_2,optitype,0
INCOV121-BL,DRB1,field_2,phlat,1
INCOV121-BL,DRB1,field_3,arcasHLA,1
INCOV121-BL,DRB1,field_3,hlaminer,0
INCOV121-BL,DRB1,field_3,optitype,0
INCOV121-BL,DRB1,field_3,phlat,1
INCOV121-BL,DRB3,field_1,arcasHLA,1
INCOV121-BL,DRB3,field_1,hlaminer,1
INCOV121-BL,DRB3,field_1,optitype,0
INCOV121-BL,DRB3,field_1,phlat,0
INCOV121-BL,DRB3,field_2,arcasHLA,1
INCOV121-BL,DRB3,field_2,hlaminer,1
INCOV121-BL,DRB3,field_2,optitype,0
INCOV121-BL,DRB3,field_2,phlat,0
INCOV121-BL,DRB3,field_3,arcasHLA,1
INCOV121-BL,DRB3,field_3,hlaminer,0
INCOV121-BL,DRB3,field_3,optitype,0
INCOV121-BL,DRB3,field_3,phlat,0
INCOV122-AC,A,field_1,arcasHLA,0.5
INCOV122-AC,A,field_1,hlaminer,1
INCOV122-AC,A,field_1,optitype,1
INCOV122-AC,A,field_1,phlat,1
INCOV122-AC,A,field_2,arcasHLA,0.5
INCOV122-AC,A,field_2,hlaminer,0.5
INCOV122-AC,A,field_2,optitype,1
INCOV122-AC,A,field_2,phlat,1
INCOV122-AC,A,field_3,arcasHLA,0
INCOV122-AC,A,field_3,hlaminer,0
INCOV122-AC,A,field_3,optitype,0
INCOV122-AC,A,field_3,phlat,0.5
INCOV122-AC,B,field_1,arcasHLA,1
INCOV122-AC,B,field_1,hlaminer,0.5
INCOV122-AC,B,field_1,optitype,1
INCOV122-AC,B,field_1,phlat,1
INCOV122-AC,B,field_2,arcasHLA,1
INCOV122-AC,B,field_2,hlaminer,0
INCOV122-AC,B,field_2,optitype,1
INCOV122-AC,B,field_2,phlat,1
INCOV122-AC,B,field_3,arcasHLA,1
INCOV122-AC,B,field_3,hlaminer,0
INCOV122-AC,B,field_3,optitype,0
INCOV122-AC,B,field_3,phlat,1
INCOV122-AC,C,field_1,arcasHLA,0.5
INCOV122-AC,C,field_1,hlaminer,1
INCOV122-AC,C,field_1,optitype,1
INCOV122-AC,C,field_1,phlat,1
INCOV122-AC,C,field_2,arcasHLA,0.5
INCOV122-AC,C,field_2,hlaminer,1
INCOV122-AC,C,field_2,optitype,1
INCOV122-AC,C,field_2,phlat,1
INCOV122-AC,C,field_3,arcasHLA,0.5
INCOV122-AC,C,field_3,hlaminer,0
INCOV122-AC,C,field_3,optitype,0
INCOV122-AC,C,field_3,phlat,0
INCOV122-AC,DPA1,field_1,arcasHLA,1
INCOV122-AC,DPA1,field_1,hlaminer,0.5
INCOV122-AC,DPA1,field_1,optitype,0
INCOV122-AC,DPA1,field_1,phlat,0
INCOV122-AC,DPA1,field_2,arcasHLA,1
INCOV122-AC,DPA1,field_2,hlaminer,0
INCOV122-AC,DPA1,field_2,optitype,0
INCOV122-AC,DPA1,field_2,phlat,0
INCOV122-AC,DPA1,field_3,arcasHLA,1
INCOV122-AC,DPA1,field_3,hlaminer,0
INCOV122-AC,DPA1,field_3,optitype,0
INCOV122-AC,DPA1,field_3,phlat,0
INCOV122-AC,DPB1,field_1,arcasHLA,1
INCOV122-AC,DPB1,field_1,hlaminer,0.5
INCOV122-AC,DPB1,field_1,optitype,0
INCOV122-AC,DPB1,field_1,phlat,0
INCOV122-AC,DPB1,field_2,arcasHLA,1
INCOV122-AC,DPB1,field_2,hlaminer,0.5
INCOV122-AC,DPB1,field_2,optitype,0
INCOV122-AC,DPB1,field_2,phlat,0
INCOV122-AC,DPB1,field_3,arcasHLA,1
INCOV122-AC,DPB1,field_3,hlaminer,0
INCOV122-AC,DPB1,field_3,optitype,0
INCOV122-AC,DPB1,field_3,phlat,0
INCOV122-AC,DQA1,field_1,arcasHLA,1
INCOV122-AC,DQA1,field_1,hlaminer,0.5
INCOV122-AC,DQA1,field_1,optitype,0
INCOV122-AC,DQA1,field_1,phlat,1
INCOV122-AC,DQA1,field_2,arcasHLA,1
INCOV122-AC,DQA1,field_2,hlaminer,0
INCOV122-AC,DQA1,field_2,optitype,0
INCOV122-AC,DQA1,field_2,phlat,1
INCOV122-AC,DQA1,field_3,arcasHLA,1
INCOV122-AC,DQA1,field_3,hlaminer,0
INCOV122-AC,DQA1,field_3,optitype,0
INCOV122-AC,DQA1,field_3,phlat,1
INCOV122-AC,DQB1,field_1,arcasHLA,1
INCOV122-AC,DQB1,field_1,hlaminer,1
INCOV122-AC,DQB1,field_1,optitype,0
INCOV122-AC,DQB1,field_1,phlat,1
INCOV122-AC,DQB1,field_2,arcasHLA,1
INCOV122-AC,DQB1,field_2,hlaminer,1
INCOV122-AC,DQB1,field_2,optitype,0
INCOV122-AC,DQB1,field_2,phlat,1
INCOV122-AC,DQB1,field_3,arcasHLA,1
INCOV122-AC,DQB1,field_3,hlaminer,0
INCOV122-AC,DQB1,field_3,optitype,0
INCOV122-AC,DQB1,field_3,phlat,1
INCOV122-AC,DRB1,field_1,arcasHLA,1
INCOV122-AC,DRB1,field_1,hlaminer,1
INCOV122-AC,DRB1,field_1,optitype,0
INCOV122-AC,DRB1,field_1,phlat,1
INCOV122-AC,DRB1,field_2,arcasHLA,1
INCOV122-AC,DRB1,field_2,hlaminer,0
INCOV122-AC,DRB1,field_2,optitype,0
INCOV122-AC,DRB1,field_2,phlat,1
INCOV122-AC,DRB1,field_3,arcasHLA,1
INCOV122-AC,DRB1,field_3,hlaminer,0
INCOV122-AC,DRB1,field_3,optitype,0
INCOV122-AC,DRB1,field_3,phlat,1
INCOV122-AC,DRB3,field_1,arcasHLA,1
INCOV122-AC,DRB3,field_1,hlaminer,1
INCOV122-AC,DRB3,field_1,optitype,0
INCOV122-AC,DRB3,field_1,phlat,0
INCOV122-AC,DRB3,field_2,arcasHLA,1
INCOV122-AC,DRB3,field_2,hlaminer,1
INCOV122-AC,DRB3,field_2,optitype,0
INCOV122-AC,DRB3,field_2,phlat,0
INCOV122-AC,DRB3,field_3,arcasHLA,1
INCOV122-AC,DRB3,field_3,hlaminer,0
INCOV122-AC,DRB3,field_3,optitype,0
INCOV122-AC,DRB3,field_3,phlat,0
INCOV122-BL,A,field_1,arcasHLA,0.5
INCOV122-BL,A,field_1,hlaminer,1
INCOV122-BL,A,field_1,optitype,1
INCOV122-BL,A,field_1,phlat,1
INCOV122-BL,A,field_2,arcasHLA,0.5
INCOV122-BL,A,field_2,hlaminer,0.5
INCOV122-BL,A,field_2,optitype,1
INCOV122-BL,A,field_2,phlat,1
INCOV122-BL,A,field_3,arcasHLA,0
INCOV122-BL,A,field_3,hlaminer,0
INCOV122-BL,A,field_3,optitype,0
INCOV122-BL,A,field_3,phlat,0.5
INCOV122-BL,B,field_1,arcasHLA,1
INCOV122-BL,B,field_1,hlaminer,0.5
INCOV122-BL,B,field_1,optitype,1
INCOV122-BL,B,field_1,phlat,1
INCOV122-BL,B,field_2,arcasHLA,1
INCOV122-BL,B,field_2,hlaminer,0
INCOV122-BL,B,field_2,optitype,1
INCOV122-BL,B,field_2,phlat,1
INCOV122-BL,B,field_3,arcasHLA,1
INCOV122-BL,B,field_3,hlaminer,0
INCOV122-BL,B,field_3,optitype,0
INCOV122-BL,B,field_3,phlat,1
INCOV122-BL,C,field_1,arcasHLA,0.5
INCOV122-BL,C,field_1,hlaminer,0.5
INCOV122-BL,C,field_1,optitype,1
INCOV122-BL,C,field_1,phlat,1
INCOV122-BL,C,field_2,arcasHLA,0.5
INCOV122-BL,C,field_2,hlaminer,0
INCOV122-BL,C,field_2,optitype,1
INCOV122-BL,C,field_2,phlat,1
INCOV122-BL,C,field_3,arcasHLA,0.5
INCOV122-BL,C,field_3,hlaminer,0
INCOV122-BL,C,field_3,optitype,0
INCOV122-BL,C,field_3,phlat,0
INCOV122-BL,DPA1,field_1,arcasHLA,1
INCOV122-BL,DPA1,field_1,hlaminer,0.5
INCOV122-BL,DPA1,field_1,optitype,0
INCOV122-BL,DPA1,field_1,phlat,0
INCOV122-BL,DPA1,field_2,arcasHLA,1
INCOV122-BL,DPA1,field_2,hlaminer,0.5
INCOV122-BL,DPA1,field_2,optitype,0
INCOV122-BL,DPA1,field_2,phlat,0
INCOV122-BL,DPA1,field_3,arcasHLA,1
INCOV122-BL,DPA1,field_3,hlaminer,0
INCOV122-BL,DPA1,field_3,optitype,0
INCOV122-BL,DPA1,field_3,phlat,0
INCOV122-BL,DPB1,field_1,arcasHLA,1
INCOV122-BL,DPB1,field_1,hlaminer,0.5
INCOV122-BL,DPB1,field_1,optitype,0
INCOV122-BL,DPB1,field_1,phlat,0
INCOV122-BL,DPB1,field_2,arcasHLA,1
INCOV122-BL,DPB1,field_2,hlaminer,0.5
INCOV122-BL,DPB1,field_2,optitype,0
INCOV122-BL,DPB1,field_2,phlat,0
INCOV122-BL,DPB1,field_3,arcasHLA,1
INCOV122-BL,DPB1,field_3,hlaminer,0
INCOV122-BL,DPB1,field_3,optitype,0
INCOV122-BL,DPB1,field_3,phlat,0
INCOV122-BL,DQA1,field_1,arcasHLA,1
INCOV122-BL,DQA1,field_1,hlaminer,0.5
INCOV122-BL,DQA1,field_1,optitype,0
INCOV122-BL,DQA1,field_1,phlat,1
INCOV122-BL,DQA1,field_2,arcasHLA,1
INCOV122-BL,DQA1,field_2,hlaminer,0
INCOV122-BL,DQA1,field_2,optitype,0
INCOV122-BL,DQA1,field_2,phlat,1
INCOV122-BL,DQA1,field_3,arcasHLA,1
INCOV122-BL,DQA1,field_3,hlaminer,0
INCOV122-BL,DQA1,field_3,optitype,0
INCOV122-BL,DQA1,field_3,phlat,1
INCOV122-BL,DQB1,field_1,arcasHLA,1
INCOV122-BL,DQB1,field_1,hlaminer,1
INCOV122-BL,DQB1,field_1,optitype,0
INCOV122-BL,DQB1,field_1,phlat,1
INCOV122-BL,DQB1,field_2,arcasHLA,1
INCOV122-BL,DQB1,field_2,hlaminer,1
INCOV122-BL,DQB1,field_2,optitype,0
INCOV122-BL,DQB1,field_2,phlat,1
INCOV122-BL,DQB1,field_3,arcasHLA,0.5
INCOV122-BL,DQB1,field_3,hlaminer,0
INCOV122-BL,DQB1,field_3,optitype,0
INCOV122-BL,DQB1,field_3,phlat,1
INCOV122-BL,DRB1,field_1,arcasHLA,1
INCOV122-BL,DRB1,field_1,hlaminer,1
INCOV122-BL,DRB1,field_1,optitype,0
INCOV122-BL,DRB1,field_1,phlat,1
INCOV122-BL,DRB1,field_2,arcasHLA,1
INCOV122-BL,DRB1,field_2,hlaminer,0
INCOV122-BL,DRB1,field_2,optitype,0
INCOV122-BL,DRB1,field_2,phlat,1
INCOV122-BL,DRB1,field_3,arcasHLA,1
INCOV122-BL,DRB1,field_3,hlaminer,0
INCOV122-BL,DRB1,field_3,optitype,0
INCOV122-BL,DRB1,field_3,phlat,1
INCOV122-BL,DRB3,field_1,arcasHLA,1
INCOV122-BL,DRB3,field_1,hlaminer,1
INCOV122-BL,DRB3,field_1,optitype,0
INCOV122-BL,DRB3,field_1,phlat,0
INCOV122-BL,DRB3,field_2,arcasHLA,1
INCOV122-BL,DRB3,field_2,hlaminer,0
INCOV122-BL,DRB3,field_2,optitype,0
INCOV122-BL,DRB3,field_2,phlat,0
INCOV122-BL,DRB3,field_3,arcasHLA,1
INCOV122-BL,DRB3,field_3,hlaminer,0
INCOV122-BL,DRB3,field_3,optitype,0
INCOV122-BL,DRB3,field_3,phlat,0
INCOV123-AC,A,field_1,arcasHLA,1
INCOV123-AC,A,field_1,hlaminer,1
INCOV123-AC,A,field_1,optitype,1
INCOV123-AC,A,field_1,phlat,1
INCOV123-AC,A,field_2,arcasHLA,1
INCOV123-AC,A,field_2,hlaminer,0
