sample,locus,field,genotyper,accuracy
INCOV033-BL,B,field_2,phlat,1
INCOV033-BL,B,field_3,arcasHLA,1
INCOV033-BL,B,field_3,hlaminer,0
INCOV033-BL,B,field_3,optitype,0
INCOV033-BL,B,field_3,phlat,1
INCOV033-BL,C,field_1,arcasHLA,1
INCOV033-BL,C,field_1,hlaminer,1
INCOV033-BL,C,field_1,optitype,1
INCOV033-BL,C,field_1,phlat,1
INCOV033-BL,C,field_2,arcasHLA,0.5
INCOV033-BL,C,field_2,hlaminer,1
INCOV033-BL,C,field_2,optitype,1
INCOV033-BL,C,field_2,phlat,1
INCOV033-BL,C,field_3,arcasHLA,0.5
INCOV033-BL,C,field_3,hlaminer,0
INCOV033-BL,C,field_3,optitype,0
INCOV033-BL,C,field_3,phlat,0
INCOV033-BL,DPA1,field_1,arcasHLA,1
INCOV033-BL,DPA1,field_1,hlaminer,0.5
INCOV033-BL,DPA1,field_1,optitype,0
INCOV033-BL,DPA1,field_1,phlat,0
INCOV033-BL,DPA1,field_2,arcasHLA,1
INCOV033-BL,DPA1,field_2,hlaminer,0.5
INCOV033-BL,DPA1,field_2,optitype,0
INCOV033-BL,DPA1,field_2,phlat,0
INCOV033-BL,DPA1,field_3,arcasHLA,1
INCOV033-BL,DPA1,field_3,hlaminer,0
INCOV033-BL,DPA1,field_3,optitype,0
INCOV033-BL,DPA1,field_3,phlat,0
INCOV033-BL,DPB1,field_1,arcasHLA,1
INCOV033-BL,DPB1,field_1,hlaminer,0.5
INCOV033-BL,DPB1,field_1,optitype,0
INCOV033-BL,DPB1,field_1,phlat,0
INCOV033-BL,DPB1,field_2,arcasHLA,1
INCOV033-BL,DPB1,field_2,hlaminer,0.5
INCOV033-BL,DPB1,field_2,optitype,0
INCOV033-BL,DPB1,field_2,phlat,0
INCOV033-BL,DPB1,field_3,arcasHLA,1
INCOV033-BL,DPB1,field_3,hlaminer,0
INCOV033-BL,DPB1,field_3,optitype,0
INCOV033-BL,DPB1,field_3,phlat,0
INCOV033-BL,DQA1,field_1,arcasHLA,1
INCOV033-BL,DQA1,field_1,hlaminer,1
INCOV033-BL,DQA1,field_1,optitype,0
INCOV033-BL,DQA1,field_1,phlat,1
INCOV033-BL,DQA1,field_2,arcasHLA,1
INCOV033-BL,DQA1,field_2,hlaminer,1
INCOV033-BL,DQA1,field_2,optitype,0
INCOV033-BL,DQA1,field_2,phlat,1
INCOV033-BL,DQA1,field_3,arcasHLA,1
INCOV033-BL,DQA1,field_3,hlaminer,0
INCOV033-BL,DQA1,field_3,optitype,0
INCOV033-BL,DQA1,field_3,phlat,1
INCOV033-BL,DQB1,field_1,arcasHLA,0.5
INCOV033-BL,DQB1,field_1,hlaminer,1
INCOV033-BL,DQB1,field_1,optitype,0
INCOV033-BL,DQB1,field_1,phlat,1
INCOV033-BL,DQB1,field_2,arcasHLA,0.5
INCOV033-BL,DQB1,field_2,hlaminer,1
INCOV033-BL,DQB1,field_2,optitype,0
INCOV033-BL,DQB1,field_2,phlat,1
INCOV033-BL,DQB1,field_3,arcasHLA,0.5
INCOV033-BL,DQB1,field_3,hlaminer,0
INCOV033-BL,DQB1,field_3,optitype,0
INCOV033-BL,DQB1,field_3,phlat,1
INCOV033-BL,DRB1,field_1,arcasHLA,1
INCOV033-BL,DRB1,field_1,hlaminer,1
INCOV033-BL,DRB1,field_1,optitype,0
INCOV033-BL,DRB1,field_1,phlat,1
INCOV033-BL,DRB1,field_2,arcasHLA,1
INCOV033-BL,DRB1,field_2,hlaminer,0.5
INCOV033-BL,DRB1,field_2,optitype,0
INCOV033-BL,DRB1,field_2,phlat,1
INCOV033-BL,DRB1,field_3,arcasHLA,1
INCOV033-BL,DRB1,field_3,hlaminer,0
INCOV033-BL,DRB1,field_3,optitype,0
INCOV033-BL,DRB1,field_3,phlat,1
INCOV033-BL,DRB3,field_1,arcasHLA,1
INCOV033-BL,DRB3,field_1,hlaminer,1
INCOV033-BL,DRB3,field_1,optitype,0
INCOV033-BL,DRB3,field_1,phlat,0
INCOV033-BL,DRB3,field_2,arcasHLA,1
INCOV033-BL,DRB3,field_2,hlaminer,1
INCOV033-BL,DRB3,field_2,optitype,0
INCOV033-BL,DRB3,field_2,phlat,0
INCOV033-BL,DRB3,field_3,arcasHLA,1
INCOV033-BL,DRB3,field_3,hlaminer,0
INCOV033-BL,DRB3,field_3,optitype,0
INCOV033-BL,DRB3,field_3,phlat,0
INCOV034-AC,A,field_1,arcasHLA,1
INCOV034-AC,A,field_1,hlaminer,1
INCOV034-AC,A,field_1,optitype,1
INCOV034-AC,A,field_1,phlat,1
INCOV034-AC,A,field_2,arcasHLA,0.5
INCOV034-AC,A,field_2,hlaminer,0.5
INCOV034-AC,A,field_2,optitype,1
INCOV034-AC,A,field_2,phlat,1
INCOV034-AC,A,field_3,arcasHLA,0.5
INCOV034-AC,A,field_3,hlaminer,0
INCOV034-AC,A,field_3,optitype,0
INCOV034-AC,A,field_3,phlat,0
INCOV034-AC,B,field_1,arcasHLA,1
INCOV034-AC,B,field_1,hlaminer,0.5
INCOV034-AC,B,field_1,optitype,1
INCOV034-AC,B,field_1,phlat,1
INCOV034-AC,B,field_2,arcasHLA,1
INCOV034-AC,B,field_2,hlaminer,0
INCOV034-AC,B,field_2,optitype,1
INCOV034-AC,B,field_2,phlat,1
INCOV034-AC,B,field_3,arcasHLA,1
INCOV034-AC,B,field_3,hlaminer,0
INCOV034-AC,B,field_3,optitype,0
INCOV034-AC,B,field_3,phlat,1
INCOV034-AC,C,field_1,arcasHLA,1
INCOV034-AC,C,field_1,hlaminer,0.5
INCOV034-AC,C,field_1,optitype,1
INCOV034-AC,C,field_1,phlat,1
INCOV034-AC,C,field_2,arcasHLA,0.5
INCOV034-AC,C,field_2,hlaminer,0.5
INCOV034-AC,C,field_2,optitype,1
INCOV034-AC,C,field_2,phlat,1
INCOV034-AC,C,field_3,arcasHLA,0.5
INCOV034-AC,C,field_3,hlaminer,0
INCOV034-AC,C,field_3,optitype,0
INCOV034-AC,C,field_3,phlat,0
INCOV034-AC,DPA1,field_1,arcasHLA,1
INCOV034-AC,DPA1,field_1,hlaminer,0.5
INCOV034-AC,DPA1,field_1,optitype,0
INCOV034-AC,DPA1,field_1,phlat,0
INCOV034-AC,DPA1,field_2,arcasHLA,1
INCOV034-AC,DPA1,field_2,hlaminer,0.5
INCOV034-AC,DPA1,field_2,optitype,0
INCOV034-AC,DPA1,field_2,phlat,0
INCOV034-AC,DPA1,field_3,arcasHLA,1
INCOV034-AC,DPA1,field_3,hlaminer,0
INCOV034-AC,DPA1,field_3,optitype,0
INCOV034-AC,DPA1,field_3,phlat,0
INCOV034-AC,DPB1,field_1,arcasHLA,1
INCOV034-AC,DPB1,field_1,hlaminer,0.5
INCOV034-AC,DPB1,field_1,optitype,0
INCOV034-AC,DPB1,field_1,phlat,0
INCOV034-AC,DPB1,field_2,arcasHLA,1
INCOV034-AC,DPB1,field_2,hlaminer,0.5
INCOV034-AC,DPB1,field_2,optitype,0
INCOV034-AC,DPB1,field_2,phlat,0
INCOV034-AC,DPB1,field_3,arcasHLA,1
INCOV034-AC,DPB1,field_3,hlaminer,0
INCOV034-AC,DPB1,field_3,optitype,0
INCOV034-AC,DPB1,field_3,phlat,0
INCOV034-AC,DQA1,field_1,arcasHLA,1
INCOV034-AC,DQA1,field_1,hlaminer,1
INCOV034-AC,DQA1,field_1,optitype,0
INCOV034-AC,DQA1,field_1,phlat,1
INCOV034-AC,DQA1,field_2,arcasHLA,1
INCOV034-AC,DQA1,field_2,hlaminer,1
INCOV034-AC,DQA1,field_2,optitype,0
INCOV034-AC,DQA1,field_2,phlat,1
INCOV034-AC,DQA1,field_3,arcasHLA,1
INCOV034-AC,DQA1,field_3,hlaminer,0
INCOV034-AC,DQA1,field_3,optitype,0
INCOV034-AC,DQA1,field_3,phlat,1
INCOV034-AC,DQB1,field_1,arcasHLA,1
INCOV034-AC,DQB1,field_1,hlaminer,1
INCOV034-AC,DQB1,field_1,optitype,0
INCOV034-AC,DQB1,field_1,phlat,1
INCOV034-AC,DQB1,field_2,arcasHLA,1
INCOV034-AC,DQB1,field_2,hlaminer,1
INCOV034-AC,DQB1,field_2,optitype,0
INCOV034-AC,DQB1,field_2,phlat,1
INCOV034-AC,DQB1,field_3,arcasHLA,1
INCOV034-AC,DQB1,field_3,hlaminer,0
INCOV034-AC,DQB1,field_3,optitype,0
INCOV034-AC,DQB1,field_3,phlat,1
INCOV034-AC,DRB1,field_1,arcasHLA,1
INCOV034-AC,DRB1,field_1,hlaminer,0.5
INCOV034-AC,DRB1,field_1,optitype,0
INCOV034-AC,DRB1,field_1,phlat,1
INCOV034-AC,DRB1,field_2,arcasHLA,1
INCOV034-AC,DRB1,field_2,hlaminer,0.5
INCOV034-AC,DRB1,field_2,optitype,0
INCOV034-AC,DRB1,field_2,phlat,1
INCOV034-AC,DRB1,field_3,arcasHLA,1
INCOV034-AC,DRB1,field_3,hlaminer,0
INCOV034-AC,DRB1,field_3,optitype,0
INCOV034-AC,DRB1,field_3,phlat,1
INCOV034-AC,DRB4,field_1,arcasHLA,1
INCOV034-AC,DRB4,field_1,hlaminer,0.5
INCOV034-AC,DRB4,field_1,optitype,0
INCOV034-AC,DRB4,field_1,phlat,0
INCOV034-AC,DRB4,field_2,arcasHLA,1
INCOV034-AC,DRB4,field_2,hlaminer,0
INCOV034-AC,DRB4,field_2,optitype,0
INCOV034-AC,DRB4,field_2,phlat,0
INCOV034-AC,DRB4,field_3,arcasHLA,1
INCOV034-AC,DRB4,field_3,hlaminer,0
INCOV034-AC,DRB4,field_3,optitype,0
INCOV034-AC,DRB4,field_3,phlat,0
INCOV034-BL,A,field_1,arcasHLA,1
INCOV034-BL,A,field_1,hlaminer,1
INCOV034-BL,A,field_1,optitype,1
INCOV034-BL,A,field_1,phlat,1
INCOV034-BL,A,field_2,arcasHLA,0.5
INCOV034-BL,A,field_2,hlaminer,1
INCOV034-BL,A,field_2,optitype,1
INCOV034-BL,A,field_2,phlat,1
INCOV034-BL,A,field_3,arcasHLA,0.5
INCOV034-BL,A,field_3,hlaminer,0
INCOV034-BL,A,field_3,optitype,0
INCOV034-BL,A,field_3,phlat,0
INCOV034-BL,B,field_1,arcasHLA,1
INCOV034-BL,B,field_1,hlaminer,0.5
INCOV034-BL,B,field_1,optitype,1
INCOV034-BL,B,field_1,phlat,1
INCOV034-BL,B,field_2,arcasHLA,1
INCOV034-BL,B,field_2,hlaminer,0.5
INCOV034-BL,B,field_2,optitype,1
INCOV034-BL,B,field_2,phlat,1
INCOV034-BL,B,field_3,arcasHLA,1
INCOV034-BL,B,field_3,hlaminer,0
INCOV034-BL,B,field_3,optitype,0
INCOV034-BL,B,field_3,phlat,1
INCOV034-BL,C,field_1,arcasHLA,0.5
INCOV034-BL,C,field_1,hlaminer,0.5
INCOV034-BL,C,field_1,optitype,1
INCOV034-BL,C,field_1,phlat,1
INCOV034-BL,C,field_2,arcasHLA,0.5
INCOV034-BL,C,field_2,hlaminer,0.5
INCOV034-BL,C,field_2,optitype,1
INCOV034-BL,C,field_2,phlat,0.5
INCOV034-BL,C,field_3,arcasHLA,0.5
INCOV034-BL,C,field_3,hlaminer,0
INCOV034-BL,C,field_3,optitype,0
INCOV034-BL,C,field_3,phlat,0.5
INCOV034-BL,DPA1,field_1,arcasHLA,1
INCOV034-BL,DPA1,field_1,hlaminer,0.5
INCOV034-BL,DPA1,field_1,optitype,0
INCOV034-BL,DPA1,field_1,phlat,0
INCOV034-BL,DPA1,field_2,arcasHLA,1
INCOV034-BL,DPA1,field_2,hlaminer,0.5
INCOV034-BL,DPA1,field_2,optitype,0
INCOV034-BL,DPA1,field_2,phlat,0
INCOV034-BL,DPA1,field_3,arcasHLA,1
INCOV034-BL,DPA1,field_3,hlaminer,0
INCOV034-BL,DPA1,field_3,optitype,0
INCOV034-BL,DPA1,field_3,phlat,0
INCOV034-BL,DPB1,field_1,arcasHLA,1
INCOV034-BL,DPB1,field_1,hlaminer,0.5
INCOV034-BL,DPB1,field_1,optitype,0
INCOV034-BL,DPB1,field_1,phlat,0
INCOV034-BL,DPB1,field_2,arcasHLA,1
INCOV034-BL,DPB1,field_2,hlaminer,0.5
INCOV034-BL,DPB1,field_2,optitype,0
INCOV034-BL,DPB1,field_2,phlat,0
INCOV034-BL,DPB1,field_3,arcasHLA,1
INCOV034-BL,DPB1,field_3,hlaminer,0
INCOV034-BL,DPB1,field_3,optitype,0
INCOV034-BL,DPB1,field_3,phlat,0
INCOV034-BL,DQA1,field_1,arcasHLA,1
INCOV034-BL,DQA1,field_1,hlaminer,1
INCOV034-BL,DQA1,field_1,optitype,0
INCOV034-BL,DQA1,field_1,phlat,1
INCOV034-BL,DQA1,field_2,arcasHLA,1
INCOV034-BL,DQA1,field_2,hlaminer,1
INCOV034-BL,DQA1,field_2,optitype,0
INCOV034-BL,DQA1,field_2,phlat,1
INCOV034-BL,DQA1,field_3,arcasHLA,1
INCOV034-BL,DQA1,field_3,hlaminer,0
INCOV034-BL,DQA1,field_3,optitype,0
INCOV034-BL,DQA1,field_3,phlat,1
INCOV034-BL,DQB1,field_1,arcasHLA,1
INCOV034-BL,DQB1,field_1,hlaminer,1
INCOV034-BL,DQB1,field_1,optitype,0
INCOV034-BL,DQB1,field_1,phlat,1
INCOV034-BL,DQB1,field_2,arcasHLA,1
INCOV034-BL,DQB1,field_2,hlaminer,1
INCOV034-BL,DQB1,field_2,optitype,0
INCOV034-BL,DQB1,field_2,phlat,1
INCOV034-BL,DQB1,field_3,arcasHLA,0.5
INCOV034-BL,DQB1,field_3,hlaminer,0
INCOV034-BL,DQB1,field_3,optitype,0
INCOV034-BL,DQB1,field_3,phlat,1
INCOV034-BL,DRB1,field_1,arcasHLA,1
INCOV034-BL,DRB1,field_1,hlaminer,0.5
INCOV034-BL,DRB1,field_1,optitype,0
INCOV034-BL,DRB1,field_1,phlat,1
INCOV034-BL,DRB1,field_2,arcasHLA,1
INCOV034-BL,DRB1,field_2,hlaminer,0.5
INCOV034-BL,DRB1,field_2,optitype,0
INCOV034-BL,DRB1,field_2,phlat,1
INCOV034-BL,DRB1,field_3,arcasHLA,1
INCOV034-BL,DRB1,field_3,hlaminer,0
INCOV034-BL,DRB1,field_3,optitype,0
INCOV034-BL,DRB1,field_3,phlat,1
INCOV034-BL,DRB4,field_1,arcasHLA,1
INCOV034-BL,DRB4,field_1,hlaminer,0.5
INCOV034-BL,DRB4,field_1,optitype,0
INCOV034-BL,DRB4,field_1,phlat,0
INCOV034-BL,DRB4,field_2,arcasHLA,1
INCOV034-BL,DRB4,field_2,hlaminer,0
INCOV034-BL,DRB4,field_2,optitype,0
INCOV034-BL,DRB4,field_2,phlat,0
INCOV034-BL,DRB4,field_3,arcasHLA,1
INCOV034-BL,DRB4,field_3,hlaminer,0
INCOV034-BL,DRB4,field_3,optitype,0
INCOV034-BL,DRB4,field_3,phlat,0
INCOV035-AC,A,field_1,arcasHLA,0
INCOV035-AC,A,field_1,hlaminer,0
INCOV035-AC,A,field_1,optitype,0
INCOV035-AC,A,field_1,phlat,0
INCOV035-AC,A,field_2,arcasHLA,0
INCOV035-AC,A,field_2,hlaminer,0
INCOV035-AC,A,field_2,optitype,0
INCOV035-AC,A,field_2,phlat,0
INCOV035-AC,A,field_3,arcasHLA,0
INCOV035-AC,A,field_3,hlaminer,0
INCOV035-AC,A,field_3,optitype,0
INCOV035-AC,A,field_3,phlat,0
INCOV035-AC,B,field_1,arcasHLA,0.5
INCOV035-AC,B,field_1,hlaminer,0
INCOV035-AC,B,field_1,optitype,0
INCOV035-AC,B,field_1,phlat,0.5
INCOV035-AC,B,field_2,arcasHLA,0
INCOV035-AC,B,field_2,hlaminer,0
INCOV035-AC,B,field_2,optitype,0
INCOV035-AC,B,field_2,phlat,0
INCOV035-AC,B,field_3,arcasHLA,0
INCOV035-AC,B,field_3,hlaminer,0
INCOV035-AC,B,field_3,optitype,0
INCOV035-AC,B,field_3,phlat,0
INCOV035-AC,C,field_1,arcasHLA,0
INCOV035-AC,C,field_1,hlaminer,0.5
INCOV035-AC,C,field_1,optitype,0
INCOV035-AC,C,field_1,phlat,0.5
INCOV035-AC,C,field_2,arcasHLA,0
INCOV035-AC,C,field_2,hlaminer,0
INCOV035-AC,C,field_2,optitype,0
INCOV035-AC,C,field_2,phlat,0
INCOV035-AC,C,field_3,arcasHLA,0
INCOV035-AC,C,field_3,hlaminer,0
INCOV035-AC,C,field_3,optitype,0
INCOV035-AC,C,field_3,phlat,0
INCOV035-AC,DPA1,field_1,arcasHLA,0.5
INCOV035-AC,DPA1,field_1,hlaminer,1
INCOV035-AC,DPA1,field_1,optitype,0
INCOV035-AC,DPA1,field_1,phlat,0
INCOV035-AC,DPA1,field_2,arcasHLA,0.5
INCOV035-AC,DPA1,field_2,hlaminer,1
INCOV035-AC,DPA1,field_2,optitype,0
INCOV035-AC,DPA1,field_2,phlat,0
INCOV035-AC,DPA1,field_3,arcasHLA,0.5
INCOV035-AC,DPA1,field_3,hlaminer,0
INCOV035-AC,DPA1,field_3,optitype,0
INCOV035-AC,DPA1,field_3,phlat,0
INCOV035-AC,DPB1,field_1,arcasHLA,0
INCOV035-AC,DPB1,field_1,hlaminer,0
INCOV035-AC,DPB1,field_1,optitype,0
INCOV035-AC,DPB1,field_1,phlat,0
INCOV035-AC,DPB1,field_2,arcasHLA,0
INCOV035-AC,DPB1,field_2,hlaminer,0
INCOV035-AC,DPB1,field_2,optitype,0
INCOV035-AC,DPB1,field_2,phlat,0
INCOV035-AC,DPB1,field_3,arcasHLA,0
INCOV035-AC,DPB1,field_3,hlaminer,0
INCOV035-AC,DPB1,field_3,optitype,0
INCOV035-AC,DPB1,field_3,phlat,0
INCOV035-AC,DQA1,field_1,arcasHLA,1
INCOV035-AC,DQA1,field_1,hlaminer,0.5
INCOV035-AC,DQA1,field_1,optitype,0
INCOV035-AC,DQA1,field_1,phlat,1
INCOV035-AC,DQA1,field_2,arcasHLA,0
INCOV035-AC,DQA1,field_2,hlaminer,0
INCOV035-AC,DQA1,field_2,optitype,0
INCOV035-AC,DQA1,field_2,phlat,0
INCOV035-AC,DQA1,field_3,arcasHLA,0
INCOV035-AC,DQA1,field_3,hlaminer,0
INCOV035-AC,DQA1,field_3,optitype,0
INCOV035-AC,DQA1,field_3,phlat,0
INCOV035-AC,DQB1,field_1,arcasHLA,0.5
INCOV035-AC,DQB1,field_1,hlaminer,0.5
INCOV035-AC,DQB1,field_1,optitype,0
INCOV035-AC,DQB1,field_1,phlat,0.5
INCOV035-AC,DQB1,field_2,arcasHLA,0
INCOV035-AC,DQB1,field_2,hlaminer,0.5
INCOV035-AC,DQB1,field_2,optitype,0
INCOV035-AC,DQB1,field_2,phlat,0.5
INCOV035-AC,DQB1,field_3,arcasHLA,0
INCOV035-AC,DQB1,field_3,hlaminer,0
INCOV035-AC,DQB1,field_3,optitype,0
INCOV035-AC,DQB1,field_3,phlat,0.5
INCOV035-AC,DRB1,field_1,arcasHLA,0
INCOV035-AC,DRB1,field_1,hlaminer,0
INCOV035-AC,DRB1,field_1,optitype,0
INCOV035-AC,DRB1,field_1,phlat,0
INCOV035-AC,DRB1,field_2,arcasHLA,0
INCOV035-AC,DRB1,field_2,hlaminer,0
INCOV035-AC,DRB1,field_2,optitype,0
INCOV035-AC,DRB1,field_2,phlat,0
INCOV035-AC,DRB1,field_3,arcasHLA,0
INCOV035-AC,DRB1,field_3,hlaminer,0
INCOV035-AC,DRB1,field_3,optitype,0
INCOV035-AC,DRB1,field_3,phlat,0
INCOV035-AC,DRB3,field_1,arcasHLA,1
INCOV035-AC,DRB3,field_1,hlaminer,1
INCOV035-AC,DRB3,field_1,optitype,0
INCOV035-AC,DRB3,field_1,phlat,0
INCOV035-AC,DRB3,field_2,arcasHLA,1
INCOV035-AC,DRB3,field_2,hlaminer,1
INCOV035-AC,DRB3,field_2,optitype,0
INCOV035-AC,DRB3,field_2,phlat,0
INCOV035-AC,DRB3,field_3,arcasHLA,1
INCOV035-AC,DRB3,field_3,hlaminer,0
INCOV035-AC,DRB3,field_3,optitype,0
INCOV035-AC,DRB3,field_3,phlat,0
INCOV035-BL,A,field_1,arcasHLA,1
INCOV035-BL,A,field_1,hlaminer,0.5
INCOV035-BL,A,field_1,optitype,1
INCOV035-BL,A,field_1,phlat,1
INCOV035-BL,A,field_2,arcasHLA,1
INCOV035-BL,A,field_2,hlaminer,0
INCOV035-BL,A,field_2,optitype,1
INCOV035-BL,A,field_2,phlat,1
INCOV035-BL,A,field_3,arcasHLA,0.5
INCOV035-BL,A,field_3,hlaminer,0
INCOV035-BL,A,field_3,optitype,0
INCOV035-BL,A,field_3,phlat,1
INCOV035-BL,B,field_1,arcasHLA,1
INCOV035-BL,B,field_1,hlaminer,1
INCOV035-BL,B,field_1,optitype,1
INCOV035-BL,B,field_1,phlat,1
INCOV035-BL,B,field_2,arcasHLA,0.5
INCOV035-BL,B,field_2,hlaminer,0
INCOV035-BL,B,field_2,optitype,1
INCOV035-BL,B,field_2,phlat,1
INCOV035-BL,B,field_3,arcasHLA,0.5
INCOV035-BL,B,field_3,hlaminer,0
INCOV035-BL,B,field_3,optitype,0
INCOV035-BL,B,field_3,phlat,0.5
INCOV035-BL,C,field_1,arcasHLA,0.5
INCOV035-BL,C,field_1,hlaminer,0.5
INCOV035-BL,C,field_1,optitype,1
INCOV035-BL,C,field_1,phlat,1
INCOV035-BL,C,field_2,arcasHLA,0.5
INCOV035-BL,C,field_2,hlaminer,0.5
INCOV035-BL,C,field_2,optitype,1
INCOV035-BL,C,field_2,phlat,1
INCOV035-BL,C,field_3,arcasHLA,0
INCOV035-BL,C,field_3,hlaminer,0
INCOV035-BL,C,field_3,optitype,0
INCOV035-BL,C,field_3,phlat,1
INCOV035-BL,DPA1,field_1,arcasHLA,1
INCOV035-BL,DPA1,field_1,hlaminer,1
INCOV035-BL,DPA1,field_1,optitype,0
INCOV035-BL,DPA1,field_1,phlat,0
INCOV035-BL,DPA1,field_2,arcasHLA,1
INCOV035-BL,DPA1,field_2,hlaminer,1
INCOV035-BL,DPA1,field_2,optitype,0
INCOV035-BL,DPA1,field_2,phlat,0
INCOV035-BL,DPA1,field_3,arcasHLA,1
INCOV035-BL,DPA1,field_3,hlaminer,0
INCOV035-BL,DPA1,field_3,optitype,0
INCOV035-BL,DPA1,field_3,phlat,0
INCOV035-BL,DPB1,field_1,arcasHLA,1
INCOV035-BL,DPB1,field_1,hlaminer,0.5
INCOV035-BL,DPB1,field_1,optitype,0
INCOV035-BL,DPB1,field_1,phlat,0
INCOV035-BL,DPB1,field_2,arcasHLA,1
INCOV035-BL,DPB1,field_2,hlaminer,0.5
INCOV035-BL,DPB1,field_2,optitype,0
INCOV035-BL,DPB1,field_2,phlat,0
INCOV035-BL,DPB1,field_3,arcasHLA,1
INCOV035-BL,DPB1,field_3,hlaminer,0
INCOV035-BL,DPB1,field_3,optitype,0
INCOV035-BL,DPB1,field_3,phlat,0
INCOV035-BL,DQA1,field_1,arcasHLA,1
INCOV035-BL,DQA1,field_1,hlaminer,0.5
INCOV035-BL,DQA1,field_1,optitype,0
INCOV035-BL,DQA1,field_1,phlat,1
INCOV035-BL,DQA1,field_2,arcasHLA,1
INCOV035-BL,DQA1,field_2,hlaminer,0
INCOV035-BL,DQA1,field_2,optitype,0
INCOV035-BL,DQA1,field_2,phlat,1
INCOV035-BL,DQA1,field_3,arcasHLA,1
INCOV035-BL,DQA1,field_3,hlaminer,0
INCOV035-BL,DQA1,field_3,optitype,0
INCOV035-BL,DQA1,field_3,phlat,0.5
INCOV035-BL,DQB1,field_1,arcasHLA,1
INCOV035-BL,DQB1,field_1,hlaminer,0.5
INCOV035-BL,DQB1,field_1,optitype,0
INCOV035-BL,DQB1,field_1,phlat,1
INCOV035-BL,DQB1,field_2,arcasHLA,0.5
INCOV035-BL,DQB1,field_2,hlaminer,0.5
INCOV035-BL,DQB1,field_2,optitype,0
INCOV035-BL,DQB1,field_2,phlat,1
INCOV035-BL,DQB1,field_3,arcasHLA,0
INCOV035-BL,DQB1,field_3,hlaminer,0
INCOV035-BL,DQB1,field_3,optitype,0
INCOV035-BL,DQB1,field_3,phlat,1
INCOV035-BL,DRB1,field_1,arcasHLA,1
INCOV035-BL,DRB1,field_1,hlaminer,1
INCOV035-BL,DRB1,field_1,optitype,0
INCOV035-BL,DRB1,field_1,phlat,1
INCOV035-BL,DRB1,field_2,arcasHLA,0.5
INCOV035-BL,DRB1,field_2,hlaminer,0
INCOV035-BL,DRB1,field_2,optitype,0
INCOV035-BL,DRB1,field_2,phlat,0.5
INCOV035-BL,DRB1,field_3,arcasHLA,1
INCOV035-BL,DRB1,field_3,hlaminer,0
INCOV035-BL,DRB1,field_3,optitype,0
INCOV035-BL,DRB1,field_3,phlat,1
INCOV035-BL,DRB3,field_1,arcasHLA,1
INCOV035-BL,DRB3,field_1,hlaminer,1
INCOV035-BL,DRB3,field_1,optitype,0
INCOV035-BL,DRB3,field_1,phlat,0
INCOV035-BL,DRB3,field_2,arcasHLA,1
INCOV035-BL,DRB3,field_2,hlaminer,1
INCOV035-BL,DRB3,field_2,optitype,0
INCOV035-BL,DRB3,field_2,phlat,0
INCOV035-BL,DRB3,field_3,arcasHLA,1
INCOV035-BL,DRB3,field_3,hlaminer,0
INCOV035-BL,DRB3,field_3,optitype,0
INCOV035-BL,DRB3,field_3,phlat,0
INCOV036-AC,A,field_1,arcasHLA,1
INCOV036-AC,A,field_1,hlaminer,1
INCOV036-AC,A,field_1,optitype,1
INCOV036-AC,A,field_1,phlat,1
INCOV036-AC,A,field_2,arcasHLA,0.5
INCOV036-AC,A,field_2,hlaminer,1
INCOV036-AC,A,field_2,optitype,1
INCOV036-AC,A,field_2,phlat,1
INCOV036-AC,A,field_3,arcasHLA,0.5
INCOV036-AC,A,field_3,hlaminer,0
INCOV036-AC,A,field_3,optitype,0
INCOV036-AC,A,field_3,phlat,0
INCOV036-AC,B,field_1,arcasHLA,1
INCOV036-AC,B,field_1,hlaminer,0.5
INCOV036-AC,B,field_1,optitype,1
INCOV036-AC,B,field_1,phlat,1
INCOV036-AC,B,field_2,arcasHLA,1
INCOV036-AC,B,field_2,hlaminer,0
INCOV036-AC,B,field_2,optitype,1
INCOV036-AC,B,field_2,phlat,1
INCOV036-AC,B,field_3,arcasHLA,1
INCOV036-AC,B,field_3,hlaminer,0
INCOV036-AC,B,field_3,optitype,0
INCOV036-AC,B,field_3,phlat,1
INCOV036-AC,C,field_1,arcasHLA,1
INCOV036-AC,C,field_1,hlaminer,1
INCOV036-AC,C,field_1,optitype,1
INCOV036-AC,C,field_1,phlat,1
INCOV036-AC,C,field_2,arcasHLA,1
INCOV036-AC,C,field_2,hlaminer,1
INCOV036-AC,C,field_2,optitype,1
INCOV036-AC,C,field_2,phlat,1
INCOV036-AC,C,field_3,arcasHLA,1
INCOV036-AC,C,field_3,hlaminer,0
INCOV036-AC,C,field_3,optitype,0
INCOV036-AC,C,field_3,phlat,0
INCOV036-AC,DPA1,field_1,arcasHLA,1
INCOV036-AC,DPA1,field_1,hlaminer,0.5
INCOV036-AC,DPA1,field_1,optitype,0
INCOV036-AC,DPA1,field_1,phlat,0
INCOV036-AC,DPA1,field_2,arcasHLA,1
INCOV036-AC,DPA1,field_2,hlaminer,0.5
INCOV036-AC,DPA1,field_2,optitype,0
INCOV036-AC,DPA1,field_2,phlat,0
INCOV036-AC,DPA1,field_3,arcasHLA,1
INCOV036-AC,DPA1,field_3,hlaminer,0
INCOV036-AC,DPA1,field_3,optitype,0
INCOV036-AC,DPA1,field_3,phlat,0
INCOV036-AC,DPB1,field_1,arcasHLA,1
